"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_nuclear_fraction"
"16184","ENSG00000188624.3","IGFL3","protein_coding","chr19",46123689,"-",0,0,0.05596,0.0619615,0,0.3189135
"16185","ENSG00000188626.6","GOLGA8M","protein_coding","chr15",28737385,"-",0,0,0.011122,0,0,0.1036655
"16186","ENSG00000188629.12","ZNF177","protein_coding","chr19",9362020,"+",2,0.0250785,0.2141485,0.3953835,0.1017705,0.428721
"16187","ENSG00000188636.4","RTL6","protein_coding","chr22",44497234,"-",3,0,0,0,0,0
"16188","ENSG00000188641.13","DPYD","protein_coding","chr1",97994001,"-",0,0.029075,1.805983,2.858581,0.2152085,3.3800975
"16189","ENSG00000188643.11","S100A16","protein_coding","chr1",153612146,"-",180,3.188944,18.821885,32.5325105,22.606204,6.4323945
"16190","ENSG00000188647.13","PTAR1","protein_coding","chr9",69759012,"-",285,0.7214645,19.9973795,30.6862735,4.8084885,32.830316
"16191","ENSG00000188649.14","CC2D2B","protein_coding","chr10",95906603,"+",295,0.014177,0.5675375,0.3383585,0.1164915,1.735252
"16192","ENSG00000188655.10","RNASE9","protein_coding","chr14",20559932,"-",0,0,0,0,0,0
"16193","ENSG00000188659.9","SAXO2","protein_coding","chr15",82261810,"+",274,0.0755795,0.6710415,0.086436,0.0825525,0.8487125
"16194","ENSG00000188660.4","LINC00319","lncRNA","chr21",43445601,"+",0,0,0.06168,0.0280825,0.00626,0.0517495
"16195","ENSG00000188672.18","RHCE","protein_coding","chr1",25429193,"-",283,0.012321,0.048466,0.07074,0.0480395,0.139418
"16196","ENSG00000188674.11","C2orf80","protein_coding","chr2",208189031,"-",0,0.009487,0.38789,0.2075105,0.1080165,0.8377315
"16197","ENSG00000188676.13","IDO2","protein_coding","chr8",39933614,"+",0,0.0125465,0.299601,0.0971735,0.070806,0.6107425
"16198","ENSG00000188677.14","PARVB","protein_coding","chr22",43998211,"+",15,0.0804065,0.9015985,0.2701625,0.21961,2.0636305
"16199","ENSG00000188687.17","SLC4A5","protein_coding","chr2",74342415,"-",0,0.124245,3.085067,1.0975345,1.0735875,7.843947
"16200","ENSG00000188690.15","UROS","protein_coding","chr10",125822259,"-",266,7.395794,23.2663585,30.8539655,37.563204,15.340699
"16201","ENSG00000188691.5","OR56A5","protein_coding","chr11",5967495,"-",0,0,0,0,0,0
"16202","ENSG00000188693.8","CYP51A1-AS1","lncRNA","chr7",92133604,"+",340,0.0569955,0.2961325,0.1246755,0.207674,0.905095
"16203","ENSG00000188694.6","KRTAP24-1","protein_coding","chr21",30281951,"-",1,0,0,0,0,0
"16204","ENSG00000188706.13","ZDHHC9","protein_coding","chrX",129842910,"-",191,0.3943445,14.0167665,11.0964435,5.4527405,15.14206
"16205","ENSG00000188707.6","ZBED6CL","protein_coding","chr7",150321639,"+",353,0.497636,23.263004,32.718944,10.518723,17.228386
"16206","ENSG00000188710.3","QRFP","protein_coding","chr9",130895813,"-",32,0.0035955,0.194569,0.159859,0.02139,0.341942
"16207","ENSG00000188716.5","DUPD1","protein_coding","chr10",75057515,"-",0,0,0,0,0,0
"16208","ENSG00000188725.8","SMIM15","protein_coding","chr5",61161469,"-",342,1.3569455,25.2532325,55.2397105,18.7157275,11.5629705
"16209","ENSG00000188729.6","OSTN","protein_coding","chr3",191198241,"+",0,0,0,0,0,0
"16210","ENSG00000188730.5","VWC2","protein_coding","chr7",49772638,"+",3,0.0020455,0.0238295,0.0079545,0.004789,0.081883
"16211","ENSG00000188732.11","FAM221A","protein_coding","chr7",23679130,"+",3,0.2038835,2.610207,0.847552,0.768877,5.2352165
"16212","ENSG00000188735.13","TMEM120B","protein_coding","chr12",121711752,"+",235,2.1068835,6.6568325,2.944731,3.336066,20.203067
"16213","ENSG00000188738.15","FSIP2","protein_coding","chr2",185737804,"+",165,0.0111385,6.749925,1.7395335,0.1829095,20.3734195
"16214","ENSG00000188739.15","RBM34","protein_coding","chr1",235160284,"-",344,0.751963,25.967197,79.9614465,9.685005,16.02448
"16215","ENSG00000188747.8","NOXA1","protein_coding","chr9",137422350,"+",325,0.168013,1.616181,0.8055885,0.58078,1.828421
"16216","ENSG00000188760.10","TMEM198","protein_coding","chr2",219542663,"+",336,2.8255985,12.2325695,12.024828,16.5657575,5.096662
"16217","ENSG00000188761.13","BCL2L15","protein_coding","chr1",113886582,"-",0,0.0621935,1.1170005,0.6382855,0.272572,2.03408
"16218","ENSG00000188763.5","FZD9","protein_coding","chr7",73432778,"+",217,0.183915,1.4624285,1.1339385,1.5192645,0.9661495
"16219","ENSG00000188766.12","SPRED3","protein_coding","chr19",38387421,"+",93,0.021897,0.3222735,0.0936715,0.1003445,0.381598
"16220","ENSG00000188770.10","OPTC","protein_coding","chr1",203493153,"+",0,0,0,0,0,0
"16221","ENSG00000188771.5","PLET1","protein_coding","chr11",112259861,"-",0,0,0.068946,0.022603,0,0.201419
"16222","ENSG00000188778.6","ADRB3","protein_coding","chr8",37965600,"-",11,0.003311,0.0756695,0.011686,0.014235,0.0992615
"16223","ENSG00000188779.12","SKOR1","protein_coding","chr15",67818704,"+",48,0.006131,0.0675385,0.0633995,0.0153935,0.0918415
"16224","ENSG00000188782.8","CATSPER4","protein_coding","chr1",26189561,"+",21,0,0,0,0,0.0127065
"16225","ENSG00000188783.6","PRELP","protein_coding","chr1",203474806,"+",1,0.012528,0.276309,0.096714,0.0907355,0.6050555
"16226","ENSG00000188784.4","PLA2G2E","protein_coding","chr1",19922618,"-",91,0.005793,0.0844445,0.0706875,0.0461875,0.210604
"16227","ENSG00000188785.12","ZNF548","protein_coding","chr19",57388850,"+",258,0.334435,11.657766,15.509234,2.752559,15.304627
"16228","ENSG00000188786.10","MTF1","protein_coding","chr1",37858593,"-",285,0.088384,1.2140195,2.843614,0.6404745,1.516154
"16229","ENSG00000188800.6","TMCO2","protein_coding","chr1",40244947,"+",35,0.176986,0.6689205,0.216411,0.3296515,1.513886
"16230","ENSG00000188803.15","SHISA6","protein_coding","chr17",11240213,"+",1,0,0.0018665,0,0.0010855,0.0051055
"16231","ENSG00000188807.13","TMEM201","protein_coding","chr1",9587911,"+",196,0.2829895,4.2769845,3.6373205,3.438671,5.904837
"16232","ENSG00000188811.14","NHLRC3","protein_coding","chr13",39037306,"+",303,0.1471465,18.628725,13.627149,1.7407665,20.3067045
"16233","ENSG00000188816.3","HMX2","protein_coding","chr10",123147122,"+",87,0,0,0.0163015,0,0
"16234","ENSG00000188817.8","SNTN","protein_coding","chr3",63651675,"+",0,0.0348735,0.6202905,0.348772,0.180173,0.950188
"16235","ENSG00000188818.12","ZDHHC11","protein_coding","chr5",849987,"-",121,0.266804,2.9019905,0.7572455,0.9826765,6.2728435
"16236","ENSG00000188820.13","CALHM6","protein_coding","chr6",116460370,"+",11,0,0,0,0,0
"16237","ENSG00000188822.8","CNR2","protein_coding","chr1",23912363,"-",13,0.040594,0.68784,0.2139805,0.2037855,1.538437
"16238","ENSG00000188825.14","LINC00910","lncRNA","chr17",43388200,"-",234,0.255668,5.1455825,3.0742035,1.617539,12.29661
"16239","ENSG00000188827.11","SLX4","protein_coding","chr16",3610607,"-",252,0.063461,1.827931,1.5716885,0.4813185,3.151718
"16240","ENSG00000188828.11","GLRA4","protein_coding","chrX",103727656,"-",0,0.0013275,0,0,0,0
"16241","ENSG00000188833.9","ENTPD8","protein_coding","chr9",137440817,"-",258,0.01267,0.2599745,0.225945,0.0985415,0.253275
"16242","ENSG00000188846.14","RPL14","protein_coding","chr3",40456292,"+",271,85.1281505,546.433443,1017.378099,571.527671,146.6903825
"16243","ENSG00000188848.16","BEND4","protein_coding","chr4",42151879,"-",1,0,0,0,0,0
"16244","ENSG00000188859.6","FAM78B","protein_coding","chr1",166165970,"-",115,0.0303195,0.181855,0.2453825,0.2754975,0.2733965
"16245","ENSG00000188868.14","ZNF563","protein_coding","chr19",12332721,"-",276,0.265579,8.0030975,15.2098525,2.007645,4.573175
"16246","ENSG00000188869.13","TMC3","protein_coding","chr15",81373214,"-",0,0.000439,0.061606,0.0258385,0.007075,0.152448
"16247","ENSG00000188878.19","FBF1","protein_coding","chr17",75940141,"-",345,0.899589,3.970648,2.3157285,2.4164615,4.2052845
"16248","ENSG00000188883.5","KLRG2","protein_coding","chr7",139482674,"-",21,0,0.011131,0,0,0.010823
"16249","ENSG00000188886.3","ASTL","protein_coding","chr2",96137437,"-",43,0,0,0,0,0
"16250","ENSG00000188895.12","MSL1","protein_coding","chr17",40120971,"+",265,1.525825,41.806591,49.0613005,15.4602035,33.69826
"16251","ENSG00000188897.9","AC099489.1","protein_coding","chr16",11526246,"-",22,0.053113,0.4752915,0.1563455,0.109225,0.666783
"16252","ENSG00000188906.16","LRRK2","protein_coding","chr12",40195744,"+",0,0,0.019675,0,0.006538,0.005552
"16253","ENSG00000188909.5","BSX","protein_coding","chr11",122980835,"-",127,0,0,0,0,0
"16254","ENSG00000188910.8","GJB3","protein_coding","chr1",34780214,"+",14,0,0,0,0,0
"16255","ENSG00000188916.9","INSYN2A","protein_coding","chr10",127195592,"-",4,0.001695,0.37439,0.0752625,0.0296365,2.5309705
"16256","ENSG00000188917.15","TRMT2B","protein_coding","chrX",101051117,"-",165,0.2970625,6.527406,10.2301535,2.962272,5.271049
"16257","ENSG00000188921.14","HACD4","protein_coding","chr9",21030641,"-",0,0.00701,1.0079685,0.0930575,0.047058,3.879245
"16258","ENSG00000188931.3","CFAP126","protein_coding","chr1",161366875,"-",91,0,0,0.0711155,0,0
"16259","ENSG00000188937.5","NYX","protein_coding","chrX",41446434,"+",2,0.002841,0.0121365,0,0.0262235,0
"16260","ENSG00000188938.17","FAM120AOS","protein_coding","chr9",93452582,"-",226,3.3038315,16.811736,22.872723,30.003932,9.494085
"16261","ENSG00000188958.9","UTS2B","protein_coding","chr3",191329537,"-",311,0.0740185,1.2487195,0.6657435,0.3889535,3.447255
"16262","ENSG00000188959.9","C9orf152","protein_coding","chr9",110207190,"-",39,0.008086,0.1337855,0.387519,0.1365485,0.3352785
"16263","ENSG00000188976.11","NOC2L","protein_coding","chr1",958310,"-",287,6.503346,49.5728565,55.327607,10.0607705,26.327806
"16264","ENSG00000188981.11","MSANTD1","protein_coding","chr4",3243369,"+",19,0.018961,0.235694,0.1988655,0.100265,0.467952
"16265","ENSG00000188984.12","AADACL3","protein_coding","chr1",12715110,"+",0,0,0,0,0,0.009858
"16266","ENSG00000188986.7","NELFB","protein_coding","chr9",137254327,"+",324,1.3118205,23.393025,30.319238,13.747527,9.203785
"16267","ENSG00000188991.3","SLC15A5","protein_coding","chr12",16276686,"-",0,0,0,0,0,0
"16268","ENSG00000188992.11","LIPI","protein_coding","chr21",14209892,"-",0,0,0.04415,0.0159245,0,0.388236
"16269","ENSG00000188993.3","LRRC66","protein_coding","chr4",52016621,"-",0,0,0.011445,0,0.0032415,0.0289225
"16270","ENSG00000188994.13","ZNF292","protein_coding","chr6",87151833,"+",7,2.994361,9.1373745,11.151861,4.85848,22.1884895
"16271","ENSG00000188996.4","HUS1B","protein_coding","chr6",655964,"-",7,0.007241,0.338589,0.297536,0.0472455,0.9224655
"16272","ENSG00000188997.8","KCTD21","protein_coding","chr11",78187627,"-",269,0.1617625,2.3984525,2.76099,1.1006935,2.6225935
"16273","ENSG00000189001.11","SBSN","protein_coding","chr19",35527352,"-",3,0,0,0,0,0
"16274","ENSG00000189007.16","ADAT2","protein_coding","chr6",143449696,"-",379,0.1106275,10.063802,5.888592,1.1663385,19.796852
"16275","ENSG00000189013.14","KIR2DL4","protein_coding","chr19",54802535,"+",0,0,0,0,0,0
"16276","ENSG00000189023.10","MAGEB16","protein_coding","chrX",35797342,"+",0,0,0,0,0,0
"16277","ENSG00000189030.9","VHLL","protein_coding","chr1",156298300,"-",0,0,0.077416,0.0740265,0.02782,0.0715235
"16278","ENSG00000189037.8","DUSP21","protein_coding","chrX",44843021,"+",0,0,0,0.096037,0.011958,0
"16279","ENSG00000189042.13","ZNF567","protein_coding","chr19",36686612,"+",290,0.676895,7.031432,7.690449,3.416104,8.8179865
"16280","ENSG00000189043.10","NDUFA4","protein_coding","chr7",10939154,"-",263,7.9895935,163.5366885,220.9404065,49.114155,70.42289
"16281","ENSG00000189045.14","ANKDD1B","protein_coding","chr5",75610182,"+",187,0.022657,0.2049955,0.3539945,0.129789,1.015937
"16282","ENSG00000189046.11","ALKBH2","protein_coding","chr12",109092632,"-",335,1.2991915,14.9558715,26.4181985,6.894076,10.693873
"16283","ENSG00000189050.16","RNFT1","protein_coding","chr17",59963762,"-",259,0.435671,14.344069,13.886388,4.794075,15.2986355
"16284","ENSG00000189051.5","RNF222","protein_coding","chr17",8396827,"-",3,0.050593,0.240165,0.0601745,0.1089505,0.6188385
"16285","ENSG00000189052.7","CGB5","protein_coding","chr19",49042848,"+",3,0,0,0.028819,0,0
"16286","ENSG00000189056.14","RELN","protein_coding","chr7",103988659,"-",304,1.0591135,135.048473,128.8956485,11.7068595,172.034224
"16287","ENSG00000189057.11","FAM111B","protein_coding","chr11",59106185,"+",208,0.1187715,13.826841,27.9750065,2.340887,16.800847
"16288","ENSG00000189058.9","APOD","protein_coding","chr3",195583034,"-",6,0.0031205,0.069725,0.0306895,0.020479,0.341592
"16289","ENSG00000189060.5","H1F0","protein_coding","chr22",37804093,"+",344,0.6556535,22.080582,49.2307475,13.2932285,15.1296645
"16290","ENSG00000189064.8","GAGE2A","protein_coding","chrX",49588529,"+",0,0,0,0,0,0
"16291","ENSG00000189067.12","LITAF","protein_coding","chr16",11635382,"-",12,2.7556745,73.425886,140.830663,37.538444,27.9996355
"16292","ENSG00000189068.11","VSTM1","protein_coding","chr19",54062954,"-",0,0,0,0,0,0
"16293","ENSG00000189077.11","TMEM120A","protein_coding","chr7",75993657,"-",312,3.069819,18.8264395,20.45782,13.041315,13.564686
"16294","ENSG00000189079.17","ARID2","protein_coding","chr12",45728706,"+",344,0.2885575,9.7035085,11.829115,1.9020145,21.4933635
"16295","ENSG00000189090.7","FAM25G","protein_coding","chr10",47490694,"-",0,0,0,0,0,0
"16296","ENSG00000189091.13","SF3B3","protein_coding","chr16",70522791,"+",312,8.7204785,307.190449,669.479536,86.668181,180.8776525
"16297","ENSG00000189099.11","PRSS48","protein_coding","chr4",151276171,"+",88,0.0124525,1.036725,0.686374,0.0661985,5.373252
"16298","ENSG00000189108.13","IL1RAPL2","protein_coding","chrX",104565199,"+",9,0,0,0,0,0
"16299","ENSG00000189114.7","BLOC1S3","protein_coding","chr19",45177745,"+",262,0.2416265,4.249974,5.4775845,1.6278575,3.70747
"16300","ENSG00000189120.5","SP6","protein_coding","chr17",47854875,"-",1,0.0017495,0.0248035,0.011209,0.0248765,0.005495
"16301","ENSG00000189127.8","ANKRD34B","protein_coding","chr5",80569281,"-",116,0,0.088469,0.0581075,0.0274325,0.0258815
"16302","ENSG00000189129.14","PLAC9","protein_coding","chr10",80130682,"+",24,0,0.30071,0.2094575,0,0.552775
"16303","ENSG00000189132.6","FAM47B","protein_coding","chrX",34941796,"+",0,0,0,0,0,0
"16304","ENSG00000189134.4","NKAPL","protein_coding","chr6",28258297,"+",10,0,0,0,0,0.044311
"16305","ENSG00000189139.6","FSCB","protein_coding","chr14",44506284,"-",0,0,0,0,0,0
"16306","ENSG00000189143.9","CLDN4","protein_coding","chr7",73798542,"+",21,0.4331595,14.168503,7.447603,3.330077,13.298234
"16307","ENSG00000189144.13","ZNF573","protein_coding","chr19",37816301,"-",4,0.3835325,11.513009,15.5073355,1.899705,8.298732
"16308","ENSG00000189152.11","GRAPL","protein_coding","chr17",19126535,"+",0,0,0.0328445,0,0,0.016206
"16309","ENSG00000189157.14","FAM47E","protein_coding","chr4",76213040,"+",270,0.0609605,1.405631,0.7184595,0.383876,2.8198095
"16310","ENSG00000189159.16","JPT1","protein_coding","chr17",75167282,"-",24,6.4383825,118.285841,148.697909,26.7683605,47.369495
"16311","ENSG00000189164.15","ZNF527","protein_coding","chr19",37370061,"+",263,0.2201945,3.70944,3.5247025,1.0682235,5.4799245
"16312","ENSG00000189167.11","ZAR1L","protein_coding","chr13",32314345,"-",296,0.0057955,0.032181,0.0365115,0.053345,0.046263
"16313","ENSG00000189169.7","KRTAP10-12","protein_coding","chr21",44696172,"+",170,0.011262,0.0148715,0,0,0
"16314","ENSG00000189171.14","S100A13","protein_coding","chr1",153630361,"-",85,5.049073,36.9853175,72.1904205,23.1885295,9.7298895
"16315","ENSG00000189180.16","ZNF33A","protein_coding","chr10",38009650,"+",281,0.18322,10.1866635,22.936081,2.9985465,12.6107875
"16316","ENSG00000189181.5","OR14I1","protein_coding","chr1",248681329,"-",0,0,0,0,0,0
"16317","ENSG00000189182.10","KRT77","protein_coding","chr12",52702525,"-",0,0,0,0,0,0
"16318","ENSG00000189184.11","PCDH18","protein_coding","chr4",137531495,"-",0,0,0,0,0,0
"16319","ENSG00000189186.10","DCAF8L2","protein_coding","chrX",27589382,"+",0,0,0,0,0,0.0081405
"16320","ENSG00000189190.10","ZNF600","protein_coding","chr19",52785808,"-",276,0.2135825,8.777727,11.051861,1.684313,10.9380355
"16321","ENSG00000189195.13","BTBD8","protein_coding","chr1",92079305,"+",196,0.053247,0.8815265,0.99917,0.228126,1.4067425
"16322","ENSG00000189196.4","LINC00994","lncRNA","chr3",64086364,"-",13,0,0,0,0,0
"16323","ENSG00000189221.9","MAOA","protein_coding","chrX",43653907,"+",219,0.1498685,5.865878,16.711255,2.021171,2.477111
"16324","ENSG00000189223.15","PAX8-AS1","lncRNA","chr2",113210421,"+",25,0.104889,2.1432805,0.5159215,0.500999,4.683
"16325","ENSG00000189227.6","C15orf61","protein_coding","chr15",67520131,"+",365,0.7938755,5.9958725,5.1430225,5.4968985,5.167288
"16326","ENSG00000189229.11","AC069277.1","lncRNA","chr3",6489460,"+",125,0.1322175,2.933727,1.240031,0.862314,5.6053545
"16327","ENSG00000189233.12","NUGGC","protein_coding","chr8",28082937,"-",13,0.0354605,0.849267,0.7471845,0.3741645,1.2419715
"16328","ENSG00000189238.6","LINC00943","lncRNA","chr12",126722412,"+",0,0.0988175,1.1775845,0.3506195,0.4110945,1.928518
"16329","ENSG00000189241.7","TSPYL1","protein_coding","chr6",116278904,"-",308,0.539198,52.6536785,79.4270915,10.2906085,20.598134
"16330","ENSG00000189252.4","SPANXN3","protein_coding","chrX",143516476,"-",0,0,0,0,0,0
"16331","ENSG00000189253.7","TRIM64B","protein_coding","chr11",89875018,"-",0,0,0,0,0,0.0077515
"16332","ENSG00000189266.13","PNRC2","protein_coding","chr1",23955839,"+",29,1.0720115,63.8687235,115.223666,17.119525,66.783775
"16333","ENSG00000189269.12","DRICH1","protein_coding","chr22",23631322,"-",9,0.0159495,0.25679,0.156353,0.0559505,0.268855
"16334","ENSG00000189275.4","LINC01164","lncRNA","chr10",131789200,"-",3,0,0.004437,0,0,0.007025
"16335","ENSG00000189280.3","GJB5","protein_coding","chr1",34754047,"+",1,0,0,0,0,0
"16336","ENSG00000189283.10","FHIT","protein_coding","chr3",61250460,"-",217,13.635814,4.5286825,3.685802,5.424778,15.4304335
"16337","ENSG00000189292.16","ALKAL2","protein_coding","chr2",287852,"-",171,0.004943,1.384295,0.3004515,0.266203,5.8327515
"16338","ENSG00000189295.13","ANKRD62P1-PARP4P3","lncRNA","chr22",16674541,"-",0,0,0.012583,0,0,0.0897855
"16339","ENSG00000189298.14","ZKSCAN3","protein_coding","chr6",28348947,"+",273,0.100458,2.857535,5.1019645,1.280916,3.107987
"16340","ENSG00000189299.7","FOXR2","protein_coding","chrX",55622400,"+",0,0,0,0,0,0
"16341","ENSG00000189306.11","RRP7A","protein_coding","chr22",42518797,"-",279,1.777366,23.8366585,31.780304,10.83957,15.3247145
"16342","ENSG00000189308.11","LIN54","protein_coding","chr4",83011927,"-",305,0.48267,13.370707,27.7224795,7.107913,8.0082145
"16343","ENSG00000189316.3","AC073349.1","lncRNA","chr7",64889101,"-",127,0.0092895,0.063136,0.0295605,0.051658,0
"16344","ENSG00000189319.14","FAM53B","protein_coding","chr10",124743379,"-",207,3.709869,8.885501,10.634578,8.302441,6.485487
"16345","ENSG00000189320.9","FAM180A","protein_coding","chr7",135747814,"-",3,0,0.004921,0,0,0.079763
"16346","ENSG00000189325.7","BNIP5","protein_coding","chr6",36335889,"-",18,0,0.0015805,0.0047785,0,0
"16347","ENSG00000189326.4","SPANXN4","protein_coding","chrX",143024918,"+",0,0,0,0,0,0
"16348","ENSG00000189334.9","S100A14","protein_coding","chr1",153615987,"-",97,0.0785525,0.6094015,1.116521,0.584101,0.282842
"16349","ENSG00000189337.17","KAZN","protein_coding","chr1",13891792,"+",2,1.3756775,5.7965495,6.5770465,9.9693895,5.866245
"16350","ENSG00000189339.12","SLC35E2B","protein_coding","chr1",1691796,"-",195,0.919186,7.656779,7.118257,3.819291,8.767044
"16351","ENSG00000189350.12","TOGARAM2","protein_coding","chr2",28955611,"+",131,0.013743,0.355168,0.131898,0.094307,1.0203735
"16352","ENSG00000189357.8","SPATA31D4","protein_coding","chr9",81927514,"+",0,0,0,0,0,0
"16353","ENSG00000189362.12","NEMP2","protein_coding","chr2",190533723,"-",369,0.438611,4.3627695,6.1302205,3.0646605,6.582751
"16354","ENSG00000189366.9","ALG1L","protein_coding","chr3",125936040,"-",54,0.004462,0.2706765,0,0.0567725,0.5344195
"16355","ENSG00000189367.15","KIAA0408","protein_coding","chr6",127458390,"-",10,0.002251,0.102554,0.033593,0.012565,0.689903
"16356","ENSG00000189369.9","GSPT2","protein_coding","chrX",51742442,"+",0,0,0,0,0,0
"16357","ENSG00000189375.11","TBC1D28","protein_coding","chr17",18643428,"-",0,0,0.0032545,0,0,0
"16358","ENSG00000189376.12","C8orf76","protein_coding","chr8",123240378,"-",276,1.571698,14.977858,19.616916,8.5229365,11.2092055
"16359","ENSG00000189377.9","CXCL17","protein_coding","chr19",42441947,"-",165,0.003197,0.006945,0,0.0064955,0.0172085
"16360","ENSG00000189401.3","OTUD6A","protein_coding","chrX",70061457,"+",1,0.0473115,0.261622,0.047616,0.164794,0.556497
"16361","ENSG00000189403.15","HMGB1","protein_coding","chr13",30616598,"-",388,3.213617,314.160072,680.7816295,35.168182,150.5543555
"16362","ENSG00000189409.14","MMP23B","protein_coding","chr1",1631163,"+",69,0.0972605,1.086854,0.594943,0.7213595,1.0630815
"16363","ENSG00000189410.12","SH2D5","protein_coding","chr1",20731838,"-",230,0.024164,1.2382845,1.1032135,0.66796,1.197986
"16364","ENSG00000189419.8","SPATA41","lncRNA","chr15",100349726,"-",230,0.0021895,0.107358,0.03749,0.0166,0.4997535
"16365","ENSG00000189420.8","ZFP92","protein_coding","chrX",153417322,"+",0,0.0004005,0.0160705,0.0228225,0.0036765,0.0239585
"16366","ENSG00000189430.13","NCR1","protein_coding","chr19",54905148,"+",0,0.005483,0.064487,0.061747,0.0608145,0.200276
"16367","ENSG00000189431.8","RASSF10","protein_coding","chr11",13008316,"+",170,0,0.012706,0,0.003656,0.008908
"16368","ENSG00000189433.7","GJB4","protein_coding","chr1",34758740,"+",1,0,0.0045585,0,0,0
"16369","ENSG00000196071.5","OR2L13","protein_coding","chr1",248094184,"+",1,0,0,0,0,0
"16370","ENSG00000196072.12","BLOC1S2","protein_coding","chr10",100285681,"-",265,2.012302,20.471339,37.052015,19.061214,6.225539
"16371","ENSG00000196074.13","SYCP2","protein_coding","chr20",59932656,"-",153,0.0102715,0.0658695,0.1034815,0.067333,0.248049
"16372","ENSG00000196081.9","ZNF724","protein_coding","chr19",23249391,"-",218,0.3952505,10.234805,14.0272325,2.506568,10.5288695
"16373","ENSG00000196083.10","IL1RAP","protein_coding","chr3",190513051,"+",277,0.363367,13.3939685,9.963852,1.968429,36.074999
"16374","ENSG00000196090.12","PTPRT","protein_coding","chr20",43188971,"-",7,0.0007545,0.0064035,0.006528,0.0005525,0
"16375","ENSG00000196091.14","MYBPC1","protein_coding","chr12",101567353,"+",0,0.0118445,0.240049,0.27916,0.0814975,0.2443145
"16376","ENSG00000196092.14","PAX5","protein_coding","chr9",37033269,"-",62,0.005015,0.0062635,0.0413355,0.012689,0.126739
"16377","ENSG00000196096.3","SPAG16-DT","lncRNA","chr2",213283206,"-",304,0.010252,2.3783385,0.76622,0.2292455,7.3785765
"16378","ENSG00000196098.2","OR5K4","protein_coding","chr3",98352854,"+",0,0,0,0,0,0
"16379","ENSG00000196099.4","OR6M1","protein_coding","chr11",123805388,"-",0,0,0,0,0,0
"16380","ENSG00000196104.11","SPOCK3","protein_coding","chr4",167233797,"-",12,0,0,0,0,0
"16381","ENSG00000196109.9","ZNF676","protein_coding","chr19",22214802,"-",0,0.0116075,0.8177695,0.190774,0.1212365,2.2687585
"16382","ENSG00000196110.8","ZNF699","protein_coding","chr19",9308839,"-",115,0.0216315,1.018054,1.3774665,0.223313,1.075004
"16383","ENSG00000196116.8","TDRD7","protein_coding","chr9",97411096,"+",305,0.082422,6.997823,14.323193,1.3087375,5.9457625
"16384","ENSG00000196118.12","CCDC189","protein_coding","chr16",30761222,"-",291,0.0472495,1.8972125,1.0015075,0.506545,2.669285
"16385","ENSG00000196119.8","OR8A1","protein_coding","chr11",124565660,"+",0,0.005988,0.268513,0.073992,0.047979,0.7103245
"16386","ENSG00000196123.13","KIAA0895L","protein_coding","chr16",67183041,"-",292,0.121086,4.1838315,2.0312585,0.8741705,6.4072675
"16387","ENSG00000196126.11","HLA-DRB1","protein_coding","chr6",32588849,"-",3,0,0.053902,0,0.0070155,0.0166775
"16388","ENSG00000196131.6","VN1R2","protein_coding","chr19",53257292,"+",0,0.0013515,0.165859,0.043551,0.051302,0.612581
"16389","ENSG00000196132.14","MYT1","protein_coding","chr20",64101394,"+",0,0.098197,0.47898,0.310256,0.1669945,0.861731
"16390","ENSG00000196136.17","SERPINA3","protein_coding","chr14",94611377,"+",200,8.1539605,302.2787635,239.060404,55.50068,222.0206265
"16391","ENSG00000196139.14","AKR1C3","protein_coding","chr10",5034354,"+",6,4.671111,137.370953,312.352358,28.058781,46.521436
"16392","ENSG00000196141.14","SPATS2L","protein_coding","chr2",200304881,"+",308,4.330432,72.831799,109.3157065,47.6697255,60.169235
"16393","ENSG00000196150.13","ZNF250","protein_coding","chr8",144901169,"-",311,0.2835965,3.5703665,6.0859915,1.9777505,4.4849205
"16394","ENSG00000196151.10","WDSUB1","protein_coding","chr2",159285800,"-",354,0.3409185,5.987068,12.4891335,2.104077,4.6010525
"16395","ENSG00000196152.10","ZNF79","protein_coding","chr9",127423374,"+",268,0.194167,3.5251,4.556687,1.6007695,2.780577
"16396","ENSG00000196154.12","S100A4","protein_coding","chr1",153549137,"-",10,0.749351,9.6581355,18.28886,3.257387,3.692349
"16397","ENSG00000196155.13","PLEKHG4","protein_coding","chr16",67276510,"+",120,0.132269,5.468632,5.5999515,0.7350505,4.895916
"16398","ENSG00000196156.5","KRTAP4-3","protein_coding","chr17",41167222,"-",3,0,0,0,0,0
"16399","ENSG00000196159.11","FAT4","protein_coding","chr4",125315399,"+",215,0.00042,0.140299,0.1441315,0.010092,0.2333795
"16400","ENSG00000196166.4","C8orf86","protein_coding","chr8",38559940,"-",5,0.0484895,0.6300105,0.260659,0.2226375,1.4700285
"16401","ENSG00000196167.10","COLCA1","lncRNA","chr11",111304499,"-",3,0.213459,1.3160235,1.0314385,1.264203,2.7135335
"16402","ENSG00000196169.15","KIF19","protein_coding","chr17",74325210,"+",21,0.030366,0.2808235,0.0885745,0.098342,0.3905665
